1.94346, -0.0207926, 0
1.99346, -0.0707926, 0
2.04346, -0.120793, 0
2.09346, -0.170793, 0
2.14346, -0.220793, 0
2.19346, -0.220793, 0
2.24346, -0.270793, 0
2.29346, -0.270793, 0
2.34346, -0.320793, 0
2.39346, -0.320793, 0
2.44346, -0.370793, 0
2.49346, -0.370793, 0
2.54346, -0.420793, 0
2.59346, -0.470793, 0
2.64346, -0.470793, 0
2.69346, -0.520793, 0
2.74346, -0.520793, 0
2.79346, -0.570793, 0
2.84346, -0.570793, 0
2.89346, -0.620793, 0
2.94346, -0.620793, 0
2.99346, -0.670793, 0
3.04346, -0.720793, 0
3.09346, -0.720793, 0
3.14346, -0.770793, 0
3.19346, -0.770793, 0
3.24346, -0.820793, 0
3.29346, -0.820793, 0
3.34346, -0.870793, 0
3.39346, -0.870793, 0
3.44346, -0.920793, 0
3.49346, -0.970793, 0
3.54346, -0.970793, 0
3.59346, -1.02079, 0
3.64346, -1.02079, 0
3.69346, -1.07079, 0
3.74346, -1.07079, 0
3.79346, -1.12079, 0
3.84346, -1.12079, 0
3.89346, -1.17079, 0
3.94346, -1.17079, 0
3.99346, -1.22079, 0
4.04346, -1.22079, 0
4.09346, -1.27079, 0
4.14346, -1.27079, 0
4.19346, -1.32079, 0
4.24346, -1.32079, 0
4.29346, -1.37079, 0
4.34346, -1.42079, 0
4.39346, -1.42079, 0
4.44346, -1.47079, 0
4.49346, -1.47079, 0
4.54346, -1.52079, 0
4.59346, -1.52079, 0
4.64346, -1.57079, 0
4.69346, -1.57079, 0
4.74346, -1.62079, 0
4.79346, -1.62079, 0
4.84346, -1.67079, 0
4.89346, -1.72079, 0
4.94346, -1.72079, 0
4.99346, -1.77079, 0
5.04346, -1.77079, 0
5.09346, -1.82079, 0
5.14346, -1.82079, 0
5.19346, -1.87079, 0
5.24346, -1.92079, 0
5.29346, -1.92079, 0
5.34346, -1.97079, 0
5.39346, -1.97079, 0
5.44346, -2.02079, 0
5.49346, -2.07079, 0
5.54346, -2.07079, 0
5.59346, -2.12079, 0
5.64346, -2.12079, 0
5.69346, -2.17079, 0
5.74346, -2.17079, 0
5.79346, -2.22079, 0
5.84346, -2.27079, 0
5.89346, -2.27079, 0
5.94346, -2.32079, 0
5.99346, -2.32079, 0
6.04346, -2.37079, 0
6.09346, -2.42079, 0
6.14346, -2.42079, 0
6.19346, -2.47079, 0
6.24346, -2.47079, 0
6.29346, -2.52079, 0
6.34346, -2.52079, 0
6.39346, -2.57079, 0
6.44346, -2.57079, 0
6.49346, -2.62079, 0
6.54346, -2.62079, 0
6.59346, -2.67079, 0
6.64346, -2.67079, 0
6.69346, -2.72079, 0
6.74346, -2.72079, 0
6.79346, -2.77079, 0
6.84346, -2.77079, 0
6.89346, -2.82079, 0
6.94346, -2.82079, 0
6.99346, -2.87079, 0
7.04346, -2.87079, 0
7.09346, -2.92079, 0
7.14346, -2.92079, 0
7.19346, -2.97079, 0
7.24346, -3.02079, 0
7.29346, -3.02079, 0
7.34346, -3.07079, 0
7.39346, -3.07079, 0
7.44346, -3.12079, 0
7.49346, -3.12079, 0
7.54346, -3.17079, 0
7.59346, -3.17079, 0
7.64346, -3.22079, 0
7.69346, -3.22079, 0
